RowNo,dia,mes,anio,hora,minutos,Fecha_completa,Nombre_mes,Trimestre,Semestre_academico,Es_Periodo_Matricula,Es_Fin_Semestre
1,19,1,2026,9,7,19-Jan-2026,Enero,Trimestre I,Verano,0,0
2,19,1,2026,9,14,19-Jan-2026,Enero,Trimestre I,Verano,0,0
3,19,1,2026,9,16,19-Jan-2026,Enero,Trimestre I,Verano,0,0
4,19,1,2026,10,0,19-Jan-2026,Enero,Trimestre I,Verano,0,0
5,19,1,2026,10,1,19-Jan-2026,Enero,Trimestre I,Verano,0,0
6,19,1,2026,10,4,19-Jan-2026,Enero,Trimestre I,Verano,0,0
7,19,1,2026,10,10,19-Jan-2026,Enero,Trimestre I,Verano,0,0
8,19,1,2026,10,39,19-Jan-2026,Enero,Trimestre I,Verano,0,0
9,19,1,2026,10,45,19-Jan-2026,Enero,Trimestre I,Verano,0,0
10,19,1,2026,10,59,19-Jan-2026,Enero,Trimestre I,Verano,0,0
11,19,1,2026,11,6,19-Jan-2026,Enero,Trimestre I,Verano,0,0
12,19,1,2026,11,9,19-Jan-2026,Enero,Trimestre I,Verano,0,0
13,19,1,2026,11,11,19-Jan-2026,Enero,Trimestre I,Verano,0,0
14,19,1,2026,11,17,19-Jan-2026,Enero,Trimestre I,Verano,0,0
15,19,1,2026,11,25,19-Jan-2026,Enero,Trimestre I,Verano,0,0
16,19,1,2026,11,26,19-Jan-2026,Enero,Trimestre I,Verano,0,0
17,19,1,2026,11,29,19-Jan-2026,Enero,Trimestre I,Verano,0,0
18,19,1,2026,11,32,19-Jan-2026,Enero,Trimestre I,Verano,0,0
19,19,1,2026,11,34,19-Jan-2026,Enero,Trimestre I,Verano,0,0
20,19,1,2026,11,39,19-Jan-2026,Enero,Trimestre I,Verano,0,0
21,19,1,2026,11,42,19-Jan-2026,Enero,Trimestre I,Verano,0,0
22,19,1,2026,11,43,19-Jan-2026,Enero,Trimestre I,Verano,0,0
23,19,1,2026,11,46,19-Jan-2026,Enero,Trimestre I,Verano,0,0
24,19,1,2026,11,48,19-Jan-2026,Enero,Trimestre I,Verano,0,0
25,19,1,2026,11,50,19-Jan-2026,Enero,Trimestre I,Verano,0,0
26,19,1,2026,11,59,19-Jan-2026,Enero,Trimestre I,Verano,0,0
27,19,1,2026,13,14,19-Jan-2026,Enero,Trimestre I,Verano,0,0
28,19,1,2026,13,31,19-Jan-2026,Enero,Trimestre I,Verano,0,0
29,19,1,2026,13,33,19-Jan-2026,Enero,Trimestre I,Verano,0,0
30,19,1,2026,13,34,19-Jan-2026,Enero,Trimestre I,Verano,0,0
31,19,1,2026,13,35,19-Jan-2026,Enero,Trimestre I,Verano,0,0
32,19,1,2026,13,41,19-Jan-2026,Enero,Trimestre I,Verano,0,0
33,19,1,2026,13,42,19-Jan-2026,Enero,Trimestre I,Verano,0,0
34,19,1,2026,13,43,19-Jan-2026,Enero,Trimestre I,Verano,0,0
35,19,1,2026,13,55,19-Jan-2026,Enero,Trimestre I,Verano,0,0
36,19,1,2026,14,6,19-Jan-2026,Enero,Trimestre I,Verano,0,0
37,19,1,2026,14,12,19-Jan-2026,Enero,Trimestre I,Verano,0,0
38,19,1,2026,14,57,19-Jan-2026,Enero,Trimestre I,Verano,0,0
39,19,1,2026,14,59,19-Jan-2026,Enero,Trimestre I,Verano,0,0
40,19,1,2026,16,39,19-Jan-2026,Enero,Trimestre I,Verano,0,0
41,20,1,2026,7,31,20-Jan-2026,Enero,Trimestre I,Verano,0,0
42,20,1,2026,7,32,20-Jan-2026,Enero,Trimestre I,Verano,0,0
43,20,1,2026,7,36,20-Jan-2026,Enero,Trimestre I,Verano,0,0
44,20,1,2026,8,0,20-Jan-2026,Enero,Trimestre I,Verano,0,0
45,20,1,2026,9,47,20-Jan-2026,Enero,Trimestre I,Verano,0,0
46,20,1,2026,9,52,20-Jan-2026,Enero,Trimestre I,Verano,0,0
47,20,1,2026,13,25,20-Jan-2026,Enero,Trimestre I,Verano,0,0
48,20,1,2026,14,4,20-Jan-2026,Enero,Trimestre I,Verano,0,0
49,20,1,2026,14,40,20-Jan-2026,Enero,Trimestre I,Verano,0,0
50,20,1,2026,15,57,20-Jan-2026,Enero,Trimestre I,Verano,0,0
51,20,1,2026,16,21,20-Jan-2026,Enero,Trimestre I,Verano,0,0
52,21,1,2026,7,45,21-Jan-2026,Enero,Trimestre I,Verano,0,0
53,21,1,2026,7,46,21-Jan-2026,Enero,Trimestre I,Verano,0,0
54,21,1,2026,7,48,21-Jan-2026,Enero,Trimestre I,Verano,0,0
55,21,1,2026,7,50,21-Jan-2026,Enero,Trimestre I,Verano,0,0
56,21,1,2026,7,51,21-Jan-2026,Enero,Trimestre I,Verano,0,0
57,21,1,2026,8,53,21-Jan-2026,Enero,Trimestre I,Verano,0,0
58,21,1,2026,9,46,21-Jan-2026,Enero,Trimestre I,Verano,0,0
59,21,1,2026,11,27,21-Jan-2026,Enero,Trimestre I,Verano,0,0
60,21,1,2026,13,11,21-Jan-2026,Enero,Trimestre I,Verano,0,0
61,21,1,2026,13,12,21-Jan-2026,Enero,Trimestre I,Verano,0,0
62,21,1,2026,15,6,21-Jan-2026,Enero,Trimestre I,Verano,0,0
63,21,1,2026,16,37,21-Jan-2026,Enero,Trimestre I,Verano,0,0
64,22,1,2026,11,7,22-Jan-2026,Enero,Trimestre I,Verano,0,0
65,22,1,2026,11,21,22-Jan-2026,Enero,Trimestre I,Verano,0,0
66,22,1,2026,11,25,22-Jan-2026,Enero,Trimestre I,Verano,0,0
67,22,1,2026,11,29,22-Jan-2026,Enero,Trimestre I,Verano,0,0
68,22,1,2026,11,31,22-Jan-2026,Enero,Trimestre I,Verano,0,0
69,22,1,2026,11,41,22-Jan-2026,Enero,Trimestre I,Verano,0,0
70,22,1,2026,11,57,22-Jan-2026,Enero,Trimestre I,Verano,0,0
71,22,1,2026,16,33,22-Jan-2026,Enero,Trimestre I,Verano,0,0
72,22,1,2026,16,34,22-Jan-2026,Enero,Trimestre I,Verano,0,0
73,22,1,2026,16,43,22-Jan-2026,Enero,Trimestre I,Verano,0,0
74,23,1,2026,7,56,23-Jan-2026,Enero,Trimestre I,Verano,0,0
75,23,1,2026,8,55,23-Jan-2026,Enero,Trimestre I,Verano,0,0
76,23,1,2026,8,57,23-Jan-2026,Enero,Trimestre I,Verano,0,0
77,23,1,2026,8,59,23-Jan-2026,Enero,Trimestre I,Verano,0,0
78,23,1,2026,10,22,23-Jan-2026,Enero,Trimestre I,Verano,0,0
79,23,1,2026,10,24,23-Jan-2026,Enero,Trimestre I,Verano,0,0
80,23,1,2026,10,28,23-Jan-2026,Enero,Trimestre I,Verano,0,0
81,23,1,2026,10,35,23-Jan-2026,Enero,Trimestre I,Verano,0,0
82,23,1,2026,13,55,23-Jan-2026,Enero,Trimestre I,Verano,0,0
83,23,1,2026,14,46,23-Jan-2026,Enero,Trimestre I,Verano,0,0
84,23,1,2026,16,32,23-Jan-2026,Enero,Trimestre I,Verano,0,0
85,23,1,2026,16,33,23-Jan-2026,Enero,Trimestre I,Verano,0,0
86,26,1,2026,7,47,26-Jan-2026,Enero,Trimestre I,Verano,0,0
87,26,1,2026,8,13,26-Jan-2026,Enero,Trimestre I,Verano,0,0
88,26,1,2026,8,40,26-Jan-2026,Enero,Trimestre I,Verano,0,0
89,26,1,2026,8,41,26-Jan-2026,Enero,Trimestre I,Verano,0,0
90,26,1,2026,8,46,26-Jan-2026,Enero,Trimestre I,Verano,0,0
91,26,1,2026,9,18,26-Jan-2026,Enero,Trimestre I,Verano,0,0
92,26,1,2026,9,41,26-Jan-2026,Enero,Trimestre I,Verano,0,0
93,26,1,2026,9,44,26-Jan-2026,Enero,Trimestre I,Verano,0,0
94,26,1,2026,9,56,26-Jan-2026,Enero,Trimestre I,Verano,0,0
95,26,1,2026,10,1,26-Jan-2026,Enero,Trimestre I,Verano,0,0
96,26,1,2026,10,8,26-Jan-2026,Enero,Trimestre I,Verano,0,0
97,26,1,2026,11,1,26-Jan-2026,Enero,Trimestre I,Verano,0,0
98,26,1,2026,11,53,26-Jan-2026,Enero,Trimestre I,Verano,0,0
99,26,1,2026,13,22,26-Jan-2026,Enero,Trimestre I,Verano,0,0
100,26,1,2026,13,40,26-Jan-2026,Enero,Trimestre I,Verano,0,0
101,26,1,2026,14,2,26-Jan-2026,Enero,Trimestre I,Verano,0,0
102,26,1,2026,14,40,26-Jan-2026,Enero,Trimestre I,Verano,0,0
103,26,1,2026,16,6,26-Jan-2026,Enero,Trimestre I,Verano,0,0
104,27,1,2026,9,34,27-Jan-2026,Enero,Trimestre I,Verano,0,0
105,27,1,2026,9,38,27-Jan-2026,Enero,Trimestre I,Verano,0,0
106,27,1,2026,13,10,27-Jan-2026,Enero,Trimestre I,Verano,0,0
107,27,1,2026,13,21,27-Jan-2026,Enero,Trimestre I,Verano,0,0
108,27,1,2026,13,22,27-Jan-2026,Enero,Trimestre I,Verano,0,0
109,27,1,2026,13,23,27-Jan-2026,Enero,Trimestre I,Verano,0,0
110,27,1,2026,13,32,27-Jan-2026,Enero,Trimestre I,Verano,0,0
111,27,1,2026,13,35,27-Jan-2026,Enero,Trimestre I,Verano,0,0
112,27,1,2026,14,5,27-Jan-2026,Enero,Trimestre I,Verano,0,0
113,27,1,2026,14,24,27-Jan-2026,Enero,Trimestre I,Verano,0,0
114,27,1,2026,14,46,27-Jan-2026,Enero,Trimestre I,Verano,0,0
115,27,1,2026,14,54,27-Jan-2026,Enero,Trimestre I,Verano,0,0
116,27,1,2026,14,57,27-Jan-2026,Enero,Trimestre I,Verano,0,0
117,27,1,2026,15,46,27-Jan-2026,Enero,Trimestre I,Verano,0,0
118,27,1,2026,15,53,27-Jan-2026,Enero,Trimestre I,Verano,0,0
119,27,1,2026,16,7,27-Jan-2026,Enero,Trimestre I,Verano,0,0
120,27,1,2026,16,9,27-Jan-2026,Enero,Trimestre I,Verano,0,0
121,28,1,2026,7,21,28-Jan-2026,Enero,Trimestre I,Verano,0,0
122,28,1,2026,7,25,28-Jan-2026,Enero,Trimestre I,Verano,0,0
123,28,1,2026,9,46,28-Jan-2026,Enero,Trimestre I,Verano,0,0
124,28,1,2026,9,52,28-Jan-2026,Enero,Trimestre I,Verano,0,0
125,28,1,2026,10,25,28-Jan-2026,Enero,Trimestre I,Verano,0,0
126,28,1,2026,11,43,28-Jan-2026,Enero,Trimestre I,Verano,0,0
127,28,1,2026,13,36,28-Jan-2026,Enero,Trimestre I,Verano,0,0
128,28,1,2026,15,14,28-Jan-2026,Enero,Trimestre I,Verano,0,0
129,28,1,2026,15,54,28-Jan-2026,Enero,Trimestre I,Verano,0,0
130,28,1,2026,15,56,28-Jan-2026,Enero,Trimestre I,Verano,0,0
131,29,1,2026,8,16,29-Jan-2026,Enero,Trimestre I,Verano,0,0
132,29,1,2026,9,9,29-Jan-2026,Enero,Trimestre I,Verano,0,0
133,29,1,2026,9,45,29-Jan-2026,Enero,Trimestre I,Verano,0,0
134,29,1,2026,9,46,29-Jan-2026,Enero,Trimestre I,Verano,0,0
135,29,1,2026,11,23,29-Jan-2026,Enero,Trimestre I,Verano,0,0
136,29,1,2026,11,27,29-Jan-2026,Enero,Trimestre I,Verano,0,0
137,29,1,2026,11,44,29-Jan-2026,Enero,Trimestre I,Verano,0,0
138,29,1,2026,13,12,29-Jan-2026,Enero,Trimestre I,Verano,0,0
139,29,1,2026,13,18,29-Jan-2026,Enero,Trimestre I,Verano,0,0
140,29,1,2026,13,58,29-Jan-2026,Enero,Trimestre I,Verano,0,0
141,29,1,2026,14,10,29-Jan-2026,Enero,Trimestre I,Verano,0,0
142,29,1,2026,14,43,29-Jan-2026,Enero,Trimestre I,Verano,0,0
143,29,1,2026,14,47,29-Jan-2026,Enero,Trimestre I,Verano,0,0
144,29,1,2026,15,52,29-Jan-2026,Enero,Trimestre I,Verano,0,0
145,30,1,2026,8,51,30-Jan-2026,Enero,Trimestre I,Verano,0,0
146,30,1,2026,8,53,30-Jan-2026,Enero,Trimestre I,Verano,0,0
147,30,1,2026,8,59,30-Jan-2026,Enero,Trimestre I,Verano,0,0
148,30,1,2026,9,0,30-Jan-2026,Enero,Trimestre I,Verano,0,0
149,30,1,2026,9,45,30-Jan-2026,Enero,Trimestre I,Verano,0,0
150,30,1,2026,10,11,30-Jan-2026,Enero,Trimestre I,Verano,0,0
151,30,1,2026,11,20,30-Jan-2026,Enero,Trimestre I,Verano,0,0
152,30,1,2026,11,30,30-Jan-2026,Enero,Trimestre I,Verano,0,0
153,30,1,2026,11,43,30-Jan-2026,Enero,Trimestre I,Verano,0,0
154,30,1,2026,11,54,30-Jan-2026,Enero,Trimestre I,Verano,0,0
155,30,1,2026,13,16,30-Jan-2026,Enero,Trimestre I,Verano,0,0
156,30,1,2026,16,11,30-Jan-2026,Enero,Trimestre I,Verano,0,0
157,2,2,2026,8,1,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
158,2,2,2026,8,3,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
159,2,2,2026,9,16,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
160,2,2,2026,11,27,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
161,2,2,2026,11,37,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
162,2,2,2026,13,20,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
163,2,2,2026,13,25,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
164,2,2,2026,13,39,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
165,2,2,2026,14,3,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
166,2,2,2026,16,0,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
167,2,2,2026,16,3,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
168,2,2,2026,16,4,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
169,2,2,2026,16,5,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
170,2,2,2026,16,6,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
171,2,2,2026,16,33,02-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
172,3,2,2026,7,46,03-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
173,3,2,2026,8,50,03-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
174,3,2,2026,9,37,03-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
175,3,2,2026,9,44,03-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
176,3,2,2026,10,57,03-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
177,3,2,2026,11,51,03-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
178,3,2,2026,13,13,03-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
179,3,2,2026,13,54,03-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
180,3,2,2026,13,56,03-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
181,3,2,2026,14,49,03-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
182,3,2,2026,15,3,03-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
183,3,2,2026,16,5,03-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
184,3,2,2026,16,19,03-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
185,4,2,2026,7,36,04-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
186,4,2,2026,8,34,04-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
187,4,2,2026,9,6,04-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
188,4,2,2026,9,18,04-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
189,4,2,2026,10,4,04-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
190,4,2,2026,12,6,04-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
191,4,2,2026,14,7,04-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
192,4,2,2026,14,8,04-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
193,4,2,2026,14,10,04-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
194,4,2,2026,14,20,04-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
195,4,2,2026,14,24,04-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
196,4,2,2026,14,39,04-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
197,4,2,2026,15,8,04-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
198,4,2,2026,15,41,04-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
199,5,2,2026,7,36,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
200,5,2,2026,8,4,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
201,5,2,2026,9,43,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
202,5,2,2026,10,21,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
203,5,2,2026,11,29,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
204,5,2,2026,11,36,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
205,5,2,2026,11,38,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
206,5,2,2026,13,15,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
207,5,2,2026,13,53,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
208,5,2,2026,14,3,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
209,5,2,2026,15,20,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
210,5,2,2026,15,23,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
211,5,2,2026,15,30,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
212,5,2,2026,16,12,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
213,5,2,2026,16,15,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
214,5,2,2026,16,19,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
215,5,2,2026,16,22,05-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
216,6,2,2026,9,24,06-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
217,6,2,2026,10,36,06-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
218,6,2,2026,10,46,06-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
219,6,2,2026,10,51,06-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
220,6,2,2026,13,57,06-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
221,6,2,2026,13,59,06-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
222,6,2,2026,14,29,06-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
223,6,2,2026,16,30,06-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
224,9,2,2026,7,59,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
225,9,2,2026,8,3,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
226,9,2,2026,9,6,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
227,9,2,2026,9,8,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
228,9,2,2026,9,9,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
229,9,2,2026,9,11,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
230,9,2,2026,9,41,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
231,9,2,2026,10,55,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
232,9,2,2026,10,57,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
233,9,2,2026,13,34,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
234,9,2,2026,13,35,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
235,9,2,2026,13,37,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
236,9,2,2026,14,51,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
237,9,2,2026,14,52,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
238,9,2,2026,14,58,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
239,9,2,2026,15,0,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
240,9,2,2026,15,6,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
241,9,2,2026,15,23,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
242,9,2,2026,15,29,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
243,9,2,2026,15,49,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
244,9,2,2026,16,14,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
245,9,2,2026,16,19,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
246,9,2,2026,16,24,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
247,9,2,2026,16,25,09-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
248,10,2,2026,7,39,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
249,10,2,2026,7,41,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
250,10,2,2026,7,42,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
251,10,2,2026,7,46,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
252,10,2,2026,8,0,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
253,10,2,2026,8,24,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
254,10,2,2026,8,38,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
255,10,2,2026,8,53,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
256,10,2,2026,9,22,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
257,10,2,2026,9,34,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
258,10,2,2026,9,45,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
259,10,2,2026,10,9,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
260,10,2,2026,10,13,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
261,10,2,2026,11,3,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
262,10,2,2026,11,12,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
263,10,2,2026,11,40,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
264,10,2,2026,11,47,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
265,10,2,2026,13,27,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
266,10,2,2026,13,36,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
267,10,2,2026,14,55,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
268,10,2,2026,14,57,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
269,10,2,2026,15,0,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
270,10,2,2026,15,2,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
271,10,2,2026,15,4,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
272,10,2,2026,15,12,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
273,10,2,2026,15,17,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
274,10,2,2026,15,36,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
275,10,2,2026,15,37,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
276,10,2,2026,15,38,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
277,10,2,2026,16,4,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
278,10,2,2026,16,8,10-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
279,11,2,2026,7,37,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
280,11,2,2026,7,38,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
281,11,2,2026,7,39,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
282,11,2,2026,7,57,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
283,11,2,2026,8,1,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
284,11,2,2026,8,2,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
285,11,2,2026,9,40,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
286,11,2,2026,9,42,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
287,11,2,2026,9,59,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
288,11,2,2026,10,1,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
289,11,2,2026,10,17,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
290,11,2,2026,11,25,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
291,11,2,2026,11,38,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
292,11,2,2026,11,40,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
293,11,2,2026,13,1,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
294,11,2,2026,13,2,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
295,11,2,2026,13,27,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
296,11,2,2026,13,45,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
297,11,2,2026,13,47,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
298,11,2,2026,15,59,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
299,11,2,2026,16,10,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
300,11,2,2026,16,13,11-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
301,12,2,2026,7,50,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
302,12,2,2026,7,55,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
303,12,2,2026,8,1,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
304,12,2,2026,8,14,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
305,12,2,2026,8,54,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
306,12,2,2026,8,58,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
307,12,2,2026,9,15,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
308,12,2,2026,9,36,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
309,12,2,2026,10,1,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
310,12,2,2026,10,17,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
311,12,2,2026,10,25,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
312,12,2,2026,10,56,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
313,12,2,2026,10,58,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
314,12,2,2026,13,8,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
315,12,2,2026,13,16,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
316,12,2,2026,13,41,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
317,12,2,2026,14,27,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
318,12,2,2026,14,36,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
319,12,2,2026,14,37,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
320,12,2,2026,14,45,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
321,12,2,2026,15,11,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
322,12,2,2026,16,4,12-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
323,13,2,2026,7,59,13-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
324,13,2,2026,8,44,13-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
325,13,2,2026,8,47,13-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
326,13,2,2026,8,54,13-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
327,13,2,2026,9,1,13-Feb-2026,Febrero,Trimestre I,Semestre I,1,0
